,osurl,ht_link,ht_matched,htid_count,year,title,subject_no
144,"https://explorer-api.opensyllabus.org/v1/works/7507602833430.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0856685755.json,True,3,['2001'],['Electra'],0
145,"https://explorer-api.opensyllabus.org/v1/works/33758442946811.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9781559341462.json,False,0,0,,0
146,"https://explorer-api.opensyllabus.org/v1/works/42494406427985.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0567010139.json,False,0,0,,0
147,"https://explorer-api.opensyllabus.org/v1/works/46961172415741.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0500237107.json,False,0,0,,0
148,"https://explorer-api.opensyllabus.org/v1/works/49185965473985.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0198147805.json,False,0,0,,0
149,"https://explorer-api.opensyllabus.org/v1/works/40845138985675.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0198142587.json,True,3,['1968'],['The dramatic festivals of Athens'],0
150,"https://explorer-api.opensyllabus.org/v1/works/53669911331993.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9780853646778.json,False,0,0,,0
151,"https://explorer-api.opensyllabus.org/v1/works/7645042044085.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9780853646778.json,False,0,0,,0
152,"https://explorer-api.opensyllabus.org/v1/works/8564165044869.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9780140442410.json,False,0,0,,0
153,"https://explorer-api.opensyllabus.org/v1/works/37993280702330.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9780192842374.json,False,0,0,,0
154,"https://explorer-api.opensyllabus.org/v1/works/7808250712390.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9780521423571.json,False,0,0,,0
155,"https://explorer-api.opensyllabus.org/v1/works/54606214203969.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0198721102.json,True,1,['1983'],['Oxford readings in Greek tragedy'],0
156,"https://explorer-api.opensyllabus.org/v1/works/7997229599999.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0472105450.json,True,2,['1995'],['The context of ancient drama'],0
157,"https://explorer-api.opensyllabus.org/v1/works/8727373949155.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9781282935266.json,False,0,0,,0
158,"https://explorer-api.opensyllabus.org/v1/works/7507602833446.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9780192824080.json,False,0,0,,0
159,"https://explorer-api.opensyllabus.org/v1/works/7945689754766.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/880204225X.json,False,0,0,,0
160,"https://explorer-api.opensyllabus.org/v1/works/55920474196223.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9780521080651.json,False,0,0,,0
161,"https://explorer-api.opensyllabus.org/v1/works/61692910278999.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0802822444.json,False,0,0,,0
162,"https://explorer-api.opensyllabus.org/v1/works/73160472929989.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9781850753575.json,True,1,['1992'],['Idioms of the Greek New Testament'],0
163,"https://explorer-api.opensyllabus.org/v1/works/8907762628042.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/006124418X.json,True,1,['2007'],['The Odyssey of Homer'],0
164,"https://explorer-api.opensyllabus.org/v1/works/50783693311029.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0801431735.json,True,2,['1996'],['The archaeology of Greece : an introduction'],0
165,"https://explorer-api.opensyllabus.org/v1/works/62182536512986.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0785924574.json,False,0,0,,0
166,"https://explorer-api.opensyllabus.org/v1/works/40845138986310.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9780300081978.json,False,0,0,,0
