,osurl,ht_link,htid
398,"https://explorer-api.opensyllabus.org/v1/works/8229157844153.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0674992571.json,iau.31858002195042
399,"https://explorer-api.opensyllabus.org/v1/works/8229157844153.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0674992571.json,uc1.32106005387011
400,"https://explorer-api.opensyllabus.org/v1/works/8229157844153.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0674992571.json,uc1.31822002020444
401,"https://explorer-api.opensyllabus.org/v1/works/8229157844153.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0674992571.json,rul.39030042539207
402,"https://explorer-api.opensyllabus.org/v1/works/8229157844153.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0674992571.json,rul.39030042539215
403,"https://explorer-api.opensyllabus.org/v1/works/8229157844153.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0674992571.json,uc1.31822006002380
404,"https://explorer-api.opensyllabus.org/v1/works/8229157844153.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0674992571.json,uc1.32106005387136
405,"https://explorer-api.opensyllabus.org/v1/works/8229157844153.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0674992571.json,rul.39030024485692
406,"https://explorer-api.opensyllabus.org/v1/works/8229157844153.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0674992571.json,iau.31858002195059
407,"https://explorer-api.opensyllabus.org/v1/works/8229157844153.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0674992571.json,coo.31924081303145
408,"https://explorer-api.opensyllabus.org/v1/works/8229157844153.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0674992571.json,ien.35556008442394
409,"https://explorer-api.opensyllabus.org/v1/works/8229157844153.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0674992571.json,uc1.32106005387250
410,"https://explorer-api.opensyllabus.org/v1/works/8229157844153.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0674992571.json,coo.31924008539110
411,"https://explorer-api.opensyllabus.org/v1/works/8229157844153.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0674992571.json,uc1.32106005386906
412,"https://explorer-api.opensyllabus.org/v1/works/8229157844153.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0674992571.json,rul.39030041059652
413,"https://explorer-api.opensyllabus.org/v1/works/8229157844153.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0674992571.json,uc1.32106005387029
414,"https://explorer-api.opensyllabus.org/v1/works/8229157844153.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0674992571.json,uc1.31822002020501
415,"https://explorer-api.opensyllabus.org/v1/works/48430051230953.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9781563380235.json,mdp.49015001363143
416,"https://explorer-api.opensyllabus.org/v1/works/51161650431752.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9781563380235.json,mdp.49015001363143
417,"https://explorer-api.opensyllabus.org/v1/works/40853728921889.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9781852640170.json,mdp.39015014753217
418,"https://explorer-api.opensyllabus.org/v1/works/50027779064836.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9780198267294.json,mdp.39015028410259
419,"https://explorer-api.opensyllabus.org/v1/works/8976482180431.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9780801415319.json,uc1.32106006664822
420,"https://explorer-api.opensyllabus.org/v1/works/8976482180431.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9780801415319.json,mdp.39015005097566
421,"https://explorer-api.opensyllabus.org/v1/works/52226802321917.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0804713987.json,uc1.b4967980
422,"https://explorer-api.opensyllabus.org/v1/works/57269093926889.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0520027469.json,uc1.32106001525812
423,"https://explorer-api.opensyllabus.org/v1/works/8014409116728.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0520027469.json,uc1.32106001525812
424,"https://explorer-api.opensyllabus.org/v1/works/62002147893933.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9780862920531.json,mdp.39015018836760
425,"https://explorer-api.opensyllabus.org/v1/works/62002147893933.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9780862920531.json,uc1.32106008081967
426,"https://explorer-api.opensyllabus.org/v1/works/8031589100073.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0674990439.json,mdp.39015041986764
427,"https://explorer-api.opensyllabus.org/v1/works/54924041782012.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0802822509.json,uc1.32106014726407
428,"https://explorer-api.opensyllabus.org/v1/works/54924041782012.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0802822509.json,uc1.32106014726415
429,"https://explorer-api.opensyllabus.org/v1/works/54924041782012.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0802822509.json,uc1.32106014726423
430,"https://explorer-api.opensyllabus.org/v1/works/54924041782012.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0802822509.json,uc1.32106014726431
431,"https://explorer-api.opensyllabus.org/v1/works/54924041782012.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0802822509.json,uva.x004965975
432,"https://explorer-api.opensyllabus.org/v1/works/54924041782012.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0802822509.json,uc1.32106014726449
433,"https://explorer-api.opensyllabus.org/v1/works/54924041782012.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0802822509.json,uva.x030507185
434,"https://explorer-api.opensyllabus.org/v1/works/54924041782012.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0802822509.json,uc1.32106014726456
435,"https://explorer-api.opensyllabus.org/v1/works/54924041782012.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0802822509.json,uva.x030507186
436,"https://explorer-api.opensyllabus.org/v1/works/54924041782012.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0802822509.json,mdp.39015066405757
437,"https://explorer-api.opensyllabus.org/v1/works/54924041782012.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0802822509.json,uc1.32106014726472
438,"https://explorer-api.opensyllabus.org/v1/works/54924041782012.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0802822509.json,uc1.32106014726480
439,"https://explorer-api.opensyllabus.org/v1/works/54924041782012.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0802822509.json,uc1.32106014726498
440,"https://explorer-api.opensyllabus.org/v1/works/8950712288751.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9781853595202.json,uc1.32106011396063
441,"https://explorer-api.opensyllabus.org/v1/works/8950712288751.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9781853595202.json,mdp.39015054264547
442,"https://explorer-api.opensyllabus.org/v1/works/36971078484306.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9788772881669.json,uc1.32106008750538
443,"https://explorer-api.opensyllabus.org/v1/works/51410758535242.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0801841194.json,mdp.39015019425449
444,"https://explorer-api.opensyllabus.org/v1/works/51410758535242.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0801841194.json,uc1.32106013784977
445,"https://explorer-api.opensyllabus.org/v1/works/51410758535242.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0801841194.json,uc1.32106009557551
446,"https://explorer-api.opensyllabus.org/v1/works/48962627175727.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0198721560.json,mdp.39015040739750
447,"https://explorer-api.opensyllabus.org/v1/works/48962627175727.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0198721560.json,mdp.39015053041425
448,"https://explorer-api.opensyllabus.org/v1/works/44349832298852.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9780500203095.json,ucbk.ark:/28722/h2x34n13t
449,"https://explorer-api.opensyllabus.org/v1/works/43258910607449.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0812236521.json,mdp.39015055177557
450,"https://explorer-api.opensyllabus.org/v1/works/40853728919886.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9780715615638.json,mdp.39015004881408
451,"https://explorer-api.opensyllabus.org/v1/works/7507602833493.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9780715615638.json,mdp.39015004881408
452,"https://explorer-api.opensyllabus.org/v1/works/75265006897685.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9780715615638.json,mdp.39015004881408
453,"https://explorer-api.opensyllabus.org/v1/works/7748121511763.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9780415116237.json,mdp.39015053407071
454,"https://explorer-api.opensyllabus.org/v1/works/32710470926907.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9780198661214.json,umn.31951d00634768l
455,"https://explorer-api.opensyllabus.org/v1/works/41274635716601.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9781900650373.json,mdp.39015055829769
456,"https://explorer-api.opensyllabus.org/v1/works/50414326122914.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9780739104002.json,uc1.32106016629435
457,"https://explorer-api.opensyllabus.org/v1/works/7782481245047.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0674991761.json,inu.32000006746129
458,"https://explorer-api.opensyllabus.org/v1/works/7782481245047.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0674991761.json,inu.32000006746038
459,"https://explorer-api.opensyllabus.org/v1/works/7782481245047.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0674991761.json,uc1.31822007683360
460,"https://explorer-api.opensyllabus.org/v1/works/7782481245047.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0674991761.json,uc1.31822002020311
461,"https://explorer-api.opensyllabus.org/v1/works/7782481245047.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0674991761.json,pst.000061184176
462,"https://explorer-api.opensyllabus.org/v1/works/7782481245047.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0674991761.json,uc1.31822007683378
463,"https://explorer-api.opensyllabus.org/v1/works/7782481245047.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0674991761.json,uc1.31822002020345
464,"https://explorer-api.opensyllabus.org/v1/works/7782481245047.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0674991761.json,msu.31293100789902
465,"https://explorer-api.opensyllabus.org/v1/works/7782481245047.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0674991761.json,uc1.31822007683386
466,"https://explorer-api.opensyllabus.org/v1/works/7782481245047.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0674991761.json,uc1.31822002020378
467,"https://explorer-api.opensyllabus.org/v1/works/7782481245047.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0674991761.json,pst.000002062532
468,"https://explorer-api.opensyllabus.org/v1/works/7782481245047.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0674991761.json,uc1.31822006960793
469,"https://explorer-api.opensyllabus.org/v1/works/7782481245047.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0674991761.json,uc1.31822002020402
470,"https://explorer-api.opensyllabus.org/v1/works/7782481245047.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0674991761.json,uc1.31822006960736
471,"https://explorer-api.opensyllabus.org/v1/works/7782481245047.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0674991761.json,uc1.31822002020436
472,"https://explorer-api.opensyllabus.org/v1/works/7782481245047.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0674991761.json,pst.000061184145
473,"https://explorer-api.opensyllabus.org/v1/works/7782481245047.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0674991761.json,uc1.31822006960678
474,"https://explorer-api.opensyllabus.org/v1/works/7782481245047.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0674991761.json,uc1.31822002020469
475,"https://explorer-api.opensyllabus.org/v1/works/48670569398881.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0391007661.json,uva.x000306230
476,"https://explorer-api.opensyllabus.org/v1/works/48670569398881.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0391007661.json,mdp.39015011805200
477,"https://explorer-api.opensyllabus.org/v1/works/51659866638847.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0674643631.json,uva.x004088643
478,"https://explorer-api.opensyllabus.org/v1/works/8753143593392.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9780199274833.json,uc1.l0097032411
479,"https://explorer-api.opensyllabus.org/v1/works/8753143593392.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9780199274833.json,uc1.31822035231711
480,"https://explorer-api.opensyllabus.org/v1/works/51359218928686.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9780801423536.json,uc1.32106014653957
481,"https://explorer-api.opensyllabus.org/v1/works/51359218928686.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9780801423536.json,mdp.39015016976295
482,"https://explorer-api.opensyllabus.org/v1/works/51359218928686.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9780801423536.json,ucbk.ark:/28722/h2kp7v65d
483,"https://explorer-api.opensyllabus.org/v1/works/51359218928686.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9780801423536.json,uc1.32106009284750
484,"https://explorer-api.opensyllabus.org/v1/works/47966194762566.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9780801840197.json,uc1.b4967978
485,"https://explorer-api.opensyllabus.org/v1/works/44616120272491.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0691017301.json,mdp.39015048916509
486,"https://explorer-api.opensyllabus.org/v1/works/32478542693719.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9781585101849.json,mdp.39015079263219
487,"https://explorer-api.opensyllabus.org/v1/works/56349970925210.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0520051009.json,ucbk.ark:/28722/h2jw86w07
488,"https://explorer-api.opensyllabus.org/v1/works/8976482153142.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9803763210.json,uc1.c098909830
489,"https://explorer-api.opensyllabus.org/v1/works/8976482153142.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9803763210.json,uc1.c093492469
490,"https://explorer-api.opensyllabus.org/v1/works/7584912501794.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9803763210.json,uc1.c098909830
491,"https://explorer-api.opensyllabus.org/v1/works/7584912501794.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9803763210.json,uc1.c093492469
492,"https://explorer-api.opensyllabus.org/v1/works/7507602833484.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0521422418.json,mdp.39015057647920
493,"https://explorer-api.opensyllabus.org/v1/works/7842610791491.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0415043166.json,wu.89042496588
494,"https://explorer-api.opensyllabus.org/v1/works/8693014266875.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0415043166.json,wu.89042496588
495,"https://explorer-api.opensyllabus.org/v1/works/8297877292017.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0415043166.json,wu.89042496588
496,"https://explorer-api.opensyllabus.org/v1/works/42408507081963.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0472085689.json,mdp.39015054069953
497,"https://explorer-api.opensyllabus.org/v1/works/50036369001157.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9780198148944.json,mdp.39015032755996
498,"https://explorer-api.opensyllabus.org/v1/works/7541963081072.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0713427949.json,wu.89003882586
499,"https://explorer-api.opensyllabus.org/v1/works/45629732553517.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0714824968.json,mdp.39015033746069
500,"https://explorer-api.opensyllabus.org/v1/works/7507602833459.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9780198141976.json,mdp.39015005138238
501,"https://explorer-api.opensyllabus.org/v1/works/7507602833459.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9780198141976.json,uc1.32106001537072
502,"https://explorer-api.opensyllabus.org/v1/works/49787260897140.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0714822181.json,uc1.31822000157008
503,"https://explorer-api.opensyllabus.org/v1/works/46694884442962.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9780415057233.json,uva.x002010057
504,"https://explorer-api.opensyllabus.org/v1/works/42674795053468.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9780415057233.json,uva.x002010057
505,"https://explorer-api.opensyllabus.org/v1/works/47622597379422.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9780521058902.json,mdp.39015004964410
506,"https://explorer-api.opensyllabus.org/v1/works/48722109008421.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9780198721888.json,mdp.39015047448082
507,"https://explorer-api.opensyllabus.org/v1/works/7507602833445.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9780856686535.json,mdp.39015053038280
508,"https://explorer-api.opensyllabus.org/v1/works/7791070843885.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/1900650541.json,mdp.39015055829694
509,"https://explorer-api.opensyllabus.org/v1/works/50465865728887.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/3447042257.json,mdp.39015047560134
510,"https://explorer-api.opensyllabus.org/v1/works/41781441857019.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0674541510.json,ucbk.ark:/28722/h2fq9qm50
511,"https://explorer-api.opensyllabus.org/v1/works/41781441857019.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0674541510.json,pst.000043917785
512,"https://explorer-api.opensyllabus.org/v1/works/48765058679169.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0415146356.json,mdp.39015043108037
513,"https://explorer-api.opensyllabus.org/v1/works/51144470561746.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0822630699.json,mdp.39015041294953
514,"https://explorer-api.opensyllabus.org/v1/works/50560355008885.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0198140584.json,mdp.39015016967864
515,"https://explorer-api.opensyllabus.org/v1/works/50560355008885.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0198140584.json,uc1.32106009283588
516,"https://explorer-api.opensyllabus.org/v1/works/73942156968810.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0198140584.json,mdp.39015016967864
517,"https://explorer-api.opensyllabus.org/v1/works/73942156968810.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0198140584.json,uc1.32106009283588
518,"https://explorer-api.opensyllabus.org/v1/works/57518202028170.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9780801832505.json,mdp.39015010770595
519,"https://explorer-api.opensyllabus.org/v1/works/57518202028170.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9780801832505.json,uc1.32106007605915
520,"https://explorer-api.opensyllabus.org/v1/works/48644799595921.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/029915470X.json,mdp.39076001841936
521,"https://explorer-api.opensyllabus.org/v1/works/72997264173851.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/029915470X.json,mdp.39076001841936
522,"https://explorer-api.opensyllabus.org/v1/works/48378511624931.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0714822140.json,mdp.39015001712739
523,"https://explorer-api.opensyllabus.org/v1/works/48661979465229.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0520200241.json,mdp.39015040156195
524,"https://explorer-api.opensyllabus.org/v1/works/63187558910565.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0226673332.json,ucbk.ark:/28722/h26970d1m
525,"https://explorer-api.opensyllabus.org/v1/works/55791625177037.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0813206103.json,uc1.32106007510206
526,"https://explorer-api.opensyllabus.org/v1/works/35459249997882.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9780892368075.json,mdp.39015074293377
527,"https://explorer-api.opensyllabus.org/v1/works/9156870770243.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9780472102303.json,uc1.32106009786747
528,"https://explorer-api.opensyllabus.org/v1/works/40518721471772.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/1850753903.json,mdp.39015029560060
529,"https://explorer-api.opensyllabus.org/v1/works/61254823596885.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/1850753903.json,mdp.39015029560060
530,"https://explorer-api.opensyllabus.org/v1/works/46188078302497.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9780714122076.json,mdp.39015033997530
531,"https://explorer-api.opensyllabus.org/v1/works/8856223023261.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9780714122076.json,mdp.39015033997530
532,"https://explorer-api.opensyllabus.org/v1/works/61950608301143.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9781840221442.json,mdp.39015066733083
533,"https://explorer-api.opensyllabus.org/v1/works/48619029792486.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0861871006.json,mdp.39015018842321
534,"https://explorer-api.opensyllabus.org/v1/works/46153718565865.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0861871006.json,mdp.39015018842321
535,"https://explorer-api.opensyllabus.org/v1/works/52175262712087.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0684175940.json,mdp.49015002853571
536,"https://explorer-api.opensyllabus.org/v1/works/52175262712087.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0684175940.json,mdp.39015036089392
537,"https://explorer-api.opensyllabus.org/v1/works/52175262712087.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0684175940.json,mdp.49015002853589
538,"https://explorer-api.opensyllabus.org/v1/works/52175262712087.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0684175940.json,mdp.39015013316131
539,"https://explorer-api.opensyllabus.org/v1/works/52175262712087.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0684175940.json,mdp.39015036089384
540,"https://explorer-api.opensyllabus.org/v1/works/52175262712087.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0684175940.json,mdp.49015002853597
541,"https://explorer-api.opensyllabus.org/v1/works/52175262712087.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0684175940.json,mdp.39015036089376
542,"https://explorer-api.opensyllabus.org/v1/works/59734405155479.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0299808963.json,mdp.39015003878967
543,"https://explorer-api.opensyllabus.org/v1/works/59734405155479.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0299808963.json,mdp.39015010819509
544,"https://explorer-api.opensyllabus.org/v1/works/59734405155479.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0299808963.json,uiug.30112010348966
545,"https://explorer-api.opensyllabus.org/v1/works/59734405155479.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0299808963.json,uc1.$b728644
546,"https://explorer-api.opensyllabus.org/v1/works/59734405155479.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0299808963.json,uc1.32106005496952
547,"https://explorer-api.opensyllabus.org/v1/works/59734405155479.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0299808963.json,mdp.39015003878991
548,"https://explorer-api.opensyllabus.org/v1/works/59734405155479.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0299808963.json,uc1.$b728645
549,"https://explorer-api.opensyllabus.org/v1/works/59734405155479.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0299808963.json,inu.32000000978579
550,"https://explorer-api.opensyllabus.org/v1/works/59734405155479.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0299808963.json,uc1.32106019317665
551,"https://explorer-api.opensyllabus.org/v1/works/63342177717680.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0299808963.json,mdp.39015003878967
552,"https://explorer-api.opensyllabus.org/v1/works/63342177717680.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0299808963.json,mdp.39015010819509
553,"https://explorer-api.opensyllabus.org/v1/works/63342177717680.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0299808963.json,uiug.30112010348966
554,"https://explorer-api.opensyllabus.org/v1/works/63342177717680.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0299808963.json,uc1.$b728644
555,"https://explorer-api.opensyllabus.org/v1/works/63342177717680.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0299808963.json,uc1.32106005496952
556,"https://explorer-api.opensyllabus.org/v1/works/63342177717680.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0299808963.json,mdp.39015003878991
557,"https://explorer-api.opensyllabus.org/v1/works/63342177717680.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0299808963.json,uc1.$b728645
558,"https://explorer-api.opensyllabus.org/v1/works/63342177717680.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0299808963.json,inu.32000000978579
559,"https://explorer-api.opensyllabus.org/v1/works/63342177717680.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0299808963.json,uc1.32106019317665
560,"https://explorer-api.opensyllabus.org/v1/works/47261820126331.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0802016464.json,uva.x000371223
561,"https://explorer-api.opensyllabus.org/v1/works/46394236732158.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9780631218906.json,hvd.32044060762705
562,"https://explorer-api.opensyllabus.org/v1/works/50027779064666.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9780631218906.json,hvd.32044060762705
563,"https://explorer-api.opensyllabus.org/v1/works/33243046872786.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/1405131454.json,ucbk.ark:/28722/h21c1tp5x
564,"https://explorer-api.opensyllabus.org/v1/works/49933289784431.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9780674033863.json,uva.x001284282
565,"https://explorer-api.opensyllabus.org/v1/works/59167469471727.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9780674033863.json,uva.x001284282
566,"https://explorer-api.opensyllabus.org/v1/works/48387101559657.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0801843006.json,mdp.49015002853662
567,"https://explorer-api.opensyllabus.org/v1/works/7636452359790.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0801843006.json,mdp.49015002853662
568,"https://explorer-api.opensyllabus.org/v1/works/50010599195200.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0674197690.json,mdp.39015045977850
569,"https://explorer-api.opensyllabus.org/v1/works/8546985414047.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0472105973.json,uc1.32106013339475
570,"https://explorer-api.opensyllabus.org/v1/works/8546985414047.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/0472105973.json,mdp.39015037802157
571,"https://explorer-api.opensyllabus.org/v1/works/51359218928736.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9780801423352.json,mdp.39015018916018
572,"https://explorer-api.opensyllabus.org/v1/works/54932631718520.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9780801423352.json,mdp.39015018916018
573,"https://explorer-api.opensyllabus.org/v1/works/8040179034847.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/1585100919.json,mdp.39015060123695
574,"https://explorer-api.opensyllabus.org/v1/works/73151882994955.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/1585100919.json,mdp.39015060123695
575,"https://explorer-api.opensyllabus.org/v1/works/45810121181015.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9780521550703.json,mdp.39015050112526
576,"https://explorer-api.opensyllabus.org/v1/works/50903952392659.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9780521550703.json,mdp.39015050112526
577,"https://explorer-api.opensyllabus.org/v1/works/36867999270966.json
",https://catalog.hathitrust.org/api/volumes/full/isbn/9780913573181.json,uc1.32106007618587
